Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
16,2B,Keith Lockhart*,38,62,111,95,18,23,5,1,3,8,0,1,13,19,0.242,0.339,0.411,0.75,103,39,2,1,2,0,0
17,SS,Donaldo Mendez,25,26,94,84,10,19,6,0,2,9,1,0,7,32,0.226,0.298,0.369,0.667,80,31,0,2,0,1,1
18,OF,Shane Victorino#,22,36,83,73,8,11,2,0,0,4,7,2,7,17,0.151,0.232,0.178,0.41,14,13,5,1,1,1,0
19,C,Wiki Gonzalez,29,24,73,65,1,13,5,0,0,10,0,0,5,13,0.2,0.264,0.277,0.541,47,18,3,1,1,1,1
20,SS,Khalil Greene,23,20,70,65,8,14,4,1,2,6,0,1,4,19,0.215,0.271,0.4,0.671,80,26,3,1,0,0,0
21,C,Mike Rivera,26,19,58,53,2,9,1,0,1,2,0,0,5,11,0.17,0.241,0.245,0.487,33,13,4,0,0,0,0
22,C,Humberto Quintero,23,12,24,23,1,5,0,0,0,2,0,0,1,6,0.217,0.25,0.217,0.467,29,5,0,0,0,0,1
23,CF,Jason Bay,24,3,10,8,2,2,1,0,1,2,0,0,1,1,0.25,0.4,0.75,1.15,203,6,0,1,0,0,0
24,1B,Todd Sears,27,9,8,8,2,2,1,0,0,0,0,0,0,3,0.25,0.25,0.375,0.625,67,3,0,0,0,0,0
25,LF,Jermaine Clark*,26,1,3,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-100,0,0,0,0,1,0
26,P,Brian Lawrence,27,32,72,67,7,15,2,0,1,5,0,0,3,18,0.224,0.257,0.299,0.556,51,20,1,0,2,0,0
27,P,Jake Peavy,22,30,68,55,4,4,0,0,0,1,0,0,3,21,0.073,0.15,0.073,0.223,-37,4,0,2,8,0,0
28,P,Adam Eaton,25,37,68,56,4,11,3,0,2,3,0,0,4,25,0.196,0.262,0.357,0.619,66,20,1,1,7,0,0
29,P,Oliver Perez*,21,18,38,33,0,7,0,0,0,4,0,0,1,10,0.212,0.229,0.212,0.441,21,7,1,0,3,1,0
30,P,Kevin Jarvis*,33,15,29,22,3,3,0,0,0,2,0,0,4,7,0.136,0.269,0.136,0.406,15,3,1,0,3,0,0
31,P,Mike Bynum*,25,13,11,10,0,3,0,0,0,0,0,0,0,4,0.3,0.3,0.3,0.6,64,3,0,0,1,0,0
32,P,Ben Howard,24,6,11,11,1,1,0,0,0,0,0,0,0,5,0.091,0.091,0.091,0.182,-50,1,0,0,0,0,0
33,P,Clay Condrey,27,9,10,10,1,2,0,0,0,0,0,0,0,6,0.2,0.2,0.2,0.4,9,2,0,0,0,0,0
34,P,Carlton Loewer,29,5,7,5,0,0,0,0,0,1,0,0,1,3,0,0.167,0,0.167,-49,0,1,0,1,0,0
35,P,Jaret Wright,27,39,5,4,0,1,1,0,0,0,0,0,0,2,0.25,0.25,0.5,0.75,97,2,0,0,1,0,0
36,P,Roger Deago,26,2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0
37,P,Scott Linebrink,26,40,4,4,0,2,1,0,0,0,0,0,0,2,0.5,0.5,0.75,1.25,234,3,0,0,0,0,0
38,P,Joe Roa,31,18,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,82,1,0,0,0,0,0
39,P,Mike Matthews*,29,74,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,1,0,0
40,P,Brian Tollberg,30,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0
41,P,Randy Keisler*,27,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
42,P,Charles Nagy*,36,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
43,P,Luther Hackman,28,63,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
44,P,Matt Herges*,33,37,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
45,P,Brandon Villafuerte,27,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
46,P,Jay Witasick,30,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
47,P,Rod Beck,34,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
48,P,Trevor Hoffman,35,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
49,P,Dennis Tankersley,24,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
50,P,Jesse Orosco,46,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
51,P,Kevin Walker*,26,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,28.4,162,6246,5531,678,1442,257,32,128,641,76,39,565,1073,0.261,0.333,0.388,0.721,96,2147,142,57,50,42,34
,,Rank in 16 NL teams,,,,8,14,9,15,4,14,,8,13,5,11,9,8,14,13,,14,,7,,6,
,,Non-Pitcher Totals,28.6,162,5902,5235,658,1392,250,32,125,625,76,39,549,960,0.266,0.339,0.398,0.737,100,2081,137,54,22,41,34
,,Pitcher Totals,25.4,162,344,296,20,50,7,0,3,16,0,0,16,113,0.169,0.218,0.223,0.441,21,66,5,3,28,1,0
