Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
23,P,Ed Whitson,33,34,76,66,4,11,3,0,0,3,0,0,1,23,0.167,0.179,0.212,0.391,13,14,0,0,9,0,0
24,P,Andy Hawkins,28,33,74,62,3,7,0,0,0,3,0,0,1,19,0.113,0.125,0.113,0.238,-31,7,0,0,10,1,0
25,P,Jimmy Jones,24,32,69,55,2,9,0,0,1,4,0,0,4,12,0.164,0.217,0.218,0.435,26,12,0,0,9,1,0
26,P,Dennis Rasmussen*,29,20,60,48,6,9,1,0,0,3,0,0,4,17,0.188,0.259,0.208,0.468,37,10,2,1,6,1,0
27,P,Mark Grant,24,33,22,16,2,0,0,0,0,0,0,0,2,7,0,0.111,0,0.111,-65,0,0,0,4,0,0
28,P,Mark Davis*,27,62,12,10,2,2,0,0,1,2,1,0,1,4,0.2,0.273,0.5,0.773,119,5,0,0,1,0,0
29,P,Lance McCullers#,24,60,9,8,0,2,0,0,0,0,0,0,1,3,0.25,0.333,0.25,0.583,71,2,0,0,0,0,0
30,P,Greg Booker,28,34,8,8,1,2,1,0,0,1,0,0,0,5,0.25,0.25,0.375,0.625,79,3,0,0,0,0,0
31,P,Greg Harris,24,3,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,0,0,0
32,P,Candy Sierra,21,15,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0
33,P,Dave Leiper*,26,35,2,2,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1,190,1,0,0,0,0,0
34,P,Eric Nolte*,24,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
35,P,Keith Comstock*,32,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,27.3,161,6032,5366,594,1325,205,35,94,566,123,50,494,892,0.247,0.31,0.351,0.661,91,1882,117,21,106,45,59
,,Rank in 12 NL teams,,,,12,10,10,12,5,11,,7,4,4,5,7,4,9,7,,11,,10,,10,
,,Non-Pitcher Totals,27.2,161,5603,5000,569,1270,199,35,92,545,122,50,479,767,0.254,0.319,0.363,0.682,97,1815,115,20,62,42,59
,,Pitcher Totals,28.8,161,429,366,25,55,6,0,2,21,1,0,15,125,0.15,0.184,0.183,0.367,7,67,2,1,44,3,0
