Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Year
4.0,SS,Garry Templeton#,28.0,148.0,535.0,493.0,40.0,127.0,19.0,3.0,2.0,35.0,8.0,3.0,39.0,81.0,0.258,0.312,0.32,0.633,79.0,158.0,10.0,1.0,0.0,2.0,23.0,1984
5.0,3B,Graig Nettles*,39.0,124.0,465.0,395.0,56.0,90.0,11.0,1.0,20.0,65.0,0.0,0.0,58.0,55.0,0.228,0.32899999999999996,0.413,0.742,108.0,163.0,12.0,5.0,0.0,7.0,4.0,1984
6.0,LF,Carmelo Martinez,23.0,149.0,570.0,488.0,64.0,122.0,28.0,2.0,13.0,66.0,1.0,3.0,68.0,82.0,0.25,0.34,0.395,0.736,107.0,193.0,7.0,4.0,0.0,10.0,4.0,1984
7.0,CF,Kevin McReynolds,24.0,147.0,571.0,525.0,68.0,146.0,26.0,6.0,20.0,75.0,3.0,6.0,34.0,69.0,0.278,0.317,0.465,0.782,118.0,244.0,14.0,0.0,3.0,9.0,8.0,1984
8.0,RF,Tony Gwynn*,24.0,158.0,675.0,606.0,88.0,213.0,21.0,10.0,5.0,71.0,33.0,18.0,59.0,23.0,0.35100000000000003,0.41,0.444,0.853,141.0,269.0,15.0,2.0,6.0,2.0,13.0,1984
1.0,C,Austin Hedges,27.0,29.0,71.0,57.0,7.0,9.0,1.0,0.0,3.0,6.0,1.0,1.0,6.0,18.0,0.158,0.258,0.33299999999999996,0.591,63.0,19.0,3.0,2.0,5.0,1.0,0.0,2020
2.0,1B,Eric Hosmer*,30.0,38.0,156.0,143.0,23.0,41.0,6.0,0.0,9.0,36.0,4.0,0.0,9.0,28.0,0.287,0.33299999999999996,0.517,0.851,131.0,74.0,3.0,2.0,0.0,2.0,0.0,2020
3.0,2B,Jake Cronenworth*,26.0,54.0,192.0,172.0,26.0,49.0,15.0,3.0,4.0,20.0,3.0,1.0,18.0,30.0,0.285,0.354,0.47700000000000004,0.831,128.0,82.0,4.0,1.0,0.0,1.0,0.0,2020
4.0,SS,Fernando Tatis Jr.,21.0,59.0,257.0,224.0,50.0,62.0,11.0,2.0,17.0,45.0,11.0,3.0,27.0,61.0,0.27699999999999997,0.366,0.5710000000000001,0.937,155.0,128.0,6.0,5.0,0.0,1.0,1.0,2020
5.0,3B,Manny Machado,27.0,60.0,254.0,224.0,44.0,68.0,12.0,1.0,16.0,47.0,6.0,3.0,26.0,37.0,0.304,0.37,0.58,0.95,158.0,130.0,9.0,0.0,0.0,4.0,4.0,2020
6.0,LF,Jurickson Profar#,27.0,56.0,202.0,180.0,28.0,50.0,6.0,0.0,7.0,25.0,7.0,1.0,15.0,28.0,0.278,0.34299999999999997,0.428,0.7709999999999999,113.0,77.0,1.0,4.0,1.0,2.0,0.0,2020
7.0,CF,Trent Grisham*,23.0,59.0,252.0,215.0,42.0,54.0,8.0,3.0,10.0,26.0,10.0,1.0,31.0,64.0,0.251,0.35200000000000004,0.456,0.8079999999999999,122.0,98.0,1.0,3.0,1.0,1.0,0.0,2020
8.0,RF,Wil Myers,29.0,55.0,218.0,198.0,34.0,57.0,14.0,2.0,15.0,40.0,2.0,1.0,18.0,56.0,0.28800000000000003,0.353,0.606,0.9590000000000001,159.0,120.0,0.0,2.0,0.0,0.0,0.0,2020
1.0,C,Ramon Hernandez,28.0,111.0,432.0,384.0,45.0,106.0,23.0,0.0,18.0,63.0,1.0,0.0,35.0,45.0,0.276,0.341,0.47700000000000004,0.818,118.0,183.0,16.0,5.0,4.0,4.0,0.0,2004
2.0,1B,Phil Nevin,33.0,147.0,623.0,547.0,78.0,158.0,31.0,1.0,26.0,105.0,0.0,0.0,66.0,121.0,0.289,0.368,0.49200000000000005,0.8590000000000001,130.0,269.0,16.0,5.0,0.0,5.0,5.0,2004
3.0,2B,Mark Loretta,32.0,154.0,707.0,620.0,108.0,208.0,47.0,2.0,16.0,76.0,5.0,3.0,58.0,45.0,0.335,0.391,0.495,0.8859999999999999,138.0,307.0,10.0,9.0,4.0,16.0,3.0,2004
4.0,SS,Khalil Greene,24.0,139.0,554.0,484.0,67.0,132.0,31.0,4.0,15.0,65.0,4.0,2.0,53.0,94.0,0.273,0.349,0.446,0.795,114.0,216.0,9.0,8.0,1.0,8.0,10.0,2004
5.0,3B,Sean Burroughs*,23.0,130.0,564.0,523.0,76.0,156.0,23.0,3.0,2.0,47.0,5.0,4.0,31.0,52.0,0.298,0.348,0.365,0.713,94.0,191.0,6.0,9.0,1.0,0.0,4.0,2004
6.0,LF,Ryan Klesko*,33.0,127.0,480.0,402.0,58.0,117.0,32.0,2.0,9.0,66.0,3.0,2.0,73.0,67.0,0.29100000000000004,0.39899999999999997,0.44799999999999995,0.847,129.0,180.0,8.0,1.0,1.0,3.0,6.0,2004
7.0,CF,Jay Payton,31.0,143.0,511.0,458.0,57.0,119.0,17.0,4.0,8.0,55.0,2.0,0.0,43.0,56.0,0.26,0.326,0.36700000000000005,0.693,88.0,168.0,12.0,4.0,2.0,4.0,2.0,2004
8.0,RF,Brian Giles*,33.0,159.0,711.0,609.0,97.0,173.0,33.0,7.0,23.0,94.0,10.0,3.0,89.0,80.0,0.284,0.374,0.475,0.8490000000000001,128.0,289.0,12.0,4.0,0.0,9.0,6.0,2004
1.0,C,Fred Kendall,24.0,145.0,551.0,507.0,39.0,143.0,22.0,3.0,10.0,59.0,3.0,1.0,30.0,35.0,0.282,0.32,0.396,0.7170000000000001,106.0,201.0,17.0,1.0,8.0,5.0,4.0,1973
2.0,1B,Nate Colbert,27.0,145.0,598.0,529.0,73.0,143.0,25.0,2.0,22.0,80.0,9.0,8.0,54.0,146.0,0.27,0.34299999999999997,0.45,0.7929999999999999,128.0,238.0,12.0,8.0,1.0,6.0,9.0,1973
3.0,2B,Rich Morales,29.0,90.0,275.0,244.0,9.0,40.0,6.0,1.0,0.0,16.0,0.0,1.0,27.0,36.0,0.16399999999999998,0.245,0.19699999999999998,0.442,29.0,48.0,3.0,0.0,2.0,2.0,6.0,1973
4.0,SS,Derrel Thomas#,22.0,113.0,449.0,404.0,41.0,96.0,7.0,1.0,0.0,22.0,15.0,5.0,34.0,52.0,0.23800000000000002,0.299,0.26,0.5589999999999999,63.0,105.0,2.0,2.0,7.0,2.0,3.0,1973
5.0,3B,Dave Roberts,22.0,127.0,503.0,479.0,56.0,137.0,20.0,3.0,21.0,64.0,11.0,2.0,17.0,83.0,0.28600000000000003,0.31,0.47200000000000003,0.782,123.0,226.0,6.0,1.0,3.0,3.0,3.0,1973
6.0,LF,Leron Lee*,25.0,118.0,369.0,333.0,36.0,79.0,7.0,2.0,3.0,30.0,4.0,0.0,33.0,61.0,0.237,0.306,0.297,0.604,75.0,99.0,9.0,1.0,0.0,2.0,3.0,1973
7.0,CF,Johnny Grubb*,24.0,113.0,432.0,389.0,52.0,121.0,22.0,3.0,8.0,37.0,9.0,3.0,37.0,50.0,0.311,0.373,0.445,0.818,136.0,173.0,6.0,2.0,3.0,1.0,2.0,1973
8.0,RF,Cito Gaston,29.0,133.0,500.0,476.0,51.0,119.0,18.0,4.0,16.0,57.0,0.0,0.0,20.0,88.0,0.25,0.281,0.405,0.6859999999999999,96.0,193.0,10.0,1.0,1.0,2.0,3.0,1973
1.0,C,Benito Santiago,27.0,106.0,411.0,386.0,37.0,97.0,21.0,0.0,10.0,42.0,2.0,5.0,21.0,52.0,0.251,0.287,0.38299999999999995,0.6709999999999999,87.0,148.0,14.0,0.0,0.0,4.0,1.0,1992
2.0,1B,Fred McGriff*,28.0,152.0,632.0,531.0,79.0,152.0,30.0,4.0,35.0,104.0,8.0,6.0,96.0,108.0,0.28600000000000003,0.39399999999999996,0.556,0.95,165.0,295.0,14.0,1.0,0.0,4.0,23.0,1992
3.0,2B,Kurt Stillwell#,27.0,114.0,416.0,379.0,35.0,86.0,15.0,3.0,2.0,24.0,4.0,1.0,26.0,58.0,0.22699999999999998,0.27399999999999997,0.298,0.5720000000000001,61.0,113.0,6.0,1.0,4.0,6.0,9.0,1992
4.0,SS,Tony Fernandez#,30.0,155.0,694.0,622.0,84.0,171.0,32.0,4.0,4.0,37.0,20.0,20.0,56.0,62.0,0.275,0.337,0.359,0.696,96.0,223.0,6.0,4.0,9.0,3.0,4.0,1992
5.0,3B,Gary Sheffield,23.0,146.0,618.0,557.0,87.0,184.0,34.0,3.0,33.0,100.0,5.0,6.0,48.0,40.0,0.33,0.385,0.58,0.965,168.0,323.0,19.0,6.0,0.0,7.0,5.0,1992
6.0,LF,Jerald Clark,28.0,146.0,526.0,496.0,45.0,120.0,22.0,6.0,12.0,58.0,3.0,0.0,22.0,97.0,0.242,0.278,0.38299999999999995,0.6609999999999999,85.0,190.0,7.0,4.0,1.0,3.0,3.0,1992
7.0,CF,Darrin Jackson,28.0,155.0,628.0,587.0,72.0,146.0,23.0,5.0,17.0,70.0,14.0,3.0,26.0,106.0,0.249,0.28300000000000003,0.392,0.675,88.0,230.0,21.0,4.0,6.0,5.0,4.0,1992
8.0,RF,Tony Gwynn*,32.0,128.0,569.0,520.0,77.0,165.0,27.0,3.0,6.0,41.0,3.0,6.0,46.0,16.0,0.317,0.371,0.415,0.7859999999999999,121.0,216.0,12.0,0.0,0.0,3.0,12.0,1992
1.0,C,Nick Hundley,28.0,58.0,225.0,204.0,14.0,32.0,7.0,1.0,3.0,22.0,0.0,3.0,15.0,56.0,0.157,0.21899999999999997,0.245,0.46399999999999997,31.0,50.0,4.0,2.0,1.0,3.0,2.0,2012
2.0,1B,Yonder Alonso*,25.0,155.0,619.0,549.0,47.0,150.0,39.0,0.0,9.0,62.0,3.0,0.0,62.0,101.0,0.273,0.348,0.39299999999999996,0.741,110.0,216.0,14.0,3.0,1.0,4.0,9.0,2012
3.0,2B,Logan Forsythe,25.0,91.0,350.0,315.0,45.0,86.0,13.0,3.0,6.0,26.0,8.0,2.0,28.0,57.0,0.273,0.34299999999999997,0.39,0.733,107.0,123.0,6.0,6.0,0.0,1.0,0.0,2012
4.0,SS,Everth Cabrera#,25.0,115.0,449.0,398.0,49.0,98.0,19.0,3.0,2.0,24.0,44.0,4.0,43.0,110.0,0.24600000000000002,0.324,0.324,0.648,85.0,129.0,3.0,3.0,5.0,0.0,2.0,2012
5.0,3B,Chase Headley#,28.0,161.0,699.0,604.0,95.0,173.0,31.0,2.0,31.0,115.0,17.0,6.0,86.0,157.0,0.28600000000000003,0.376,0.498,0.875,145.0,301.0,7.0,4.0,0.0,5.0,2.0,2012
6.0,LF,Carlos Quentin,29.0,86.0,340.0,284.0,44.0,74.0,21.0,0.0,16.0,46.0,0.0,1.0,36.0,41.0,0.261,0.374,0.504,0.877,146.0,143.0,6.0,17.0,0.0,3.0,2.0,2012
7.0,CF,Cameron Maybin,25.0,147.0,561.0,507.0,67.0,123.0,20.0,5.0,8.0,45.0,26.0,7.0,44.0,110.0,0.243,0.306,0.349,0.6559999999999999,85.0,177.0,12.0,4.0,3.0,3.0,1.0,2012
8.0,RF,Will Venable*,29.0,148.0,470.0,417.0,62.0,110.0,26.0,8.0,9.0,45.0,24.0,6.0,41.0,94.0,0.264,0.335,0.429,0.765,115.0,179.0,2.0,5.0,5.0,2.0,2.0,2012
1.0,C,Derek Norris,26.0,147.0,557.0,515.0,65.0,129.0,33.0,2.0,14.0,62.0,4.0,1.0,35.0,131.0,0.25,0.305,0.40399999999999997,0.7090000000000001,97.0,208.0,5.0,6.0,0.0,1.0,1.0,2015
2.0,1B,Yonder Alonso*,28.0,103.0,402.0,354.0,50.0,100.0,18.0,1.0,5.0,31.0,2.0,5.0,42.0,48.0,0.282,0.361,0.381,0.742,109.0,135.0,13.0,3.0,0.0,3.0,3.0,2015
3.0,2B,Jedd Gyorko,26.0,128.0,458.0,421.0,34.0,104.0,15.0,0.0,16.0,57.0,0.0,1.0,27.0,107.0,0.247,0.297,0.397,0.6940000000000001,93.0,167.0,13.0,5.0,0.0,5.0,1.0,2015
4.0,SS,Alexi Amarista*,26.0,118.0,357.0,324.0,28.0,66.0,10.0,4.0,3.0,30.0,5.0,1.0,24.0,55.0,0.204,0.257,0.287,0.544,53.0,93.0,6.0,1.0,3.0,5.0,4.0,2015
5.0,3B,Yangervis Solarte#,27.0,152.0,571.0,526.0,63.0,142.0,33.0,4.0,14.0,63.0,1.0,0.0,34.0,56.0,0.27,0.32,0.428,0.748,107.0,225.0,15.0,6.0,2.0,3.0,0.0,2015
6.0,LF,Justin Upton,27.0,150.0,620.0,542.0,85.0,136.0,26.0,3.0,26.0,81.0,19.0,5.0,68.0,159.0,0.251,0.336,0.45399999999999996,0.79,119.0,246.0,10.0,4.0,0.0,5.0,5.0,2015
7.0,CF,Will Venable*,32.0,98.0,308.0,283.0,34.0,73.0,10.0,3.0,6.0,30.0,11.0,1.0,25.0,73.0,0.258,0.318,0.37799999999999995,0.696,95.0,107.0,8.0,0.0,0.0,0.0,1.0,2015
8.0,RF,Matt Kemp,30.0,154.0,648.0,596.0,80.0,158.0,31.0,3.0,23.0,100.0,12.0,2.0,39.0,147.0,0.265,0.312,0.44299999999999995,0.755,109.0,264.0,17.0,5.0,0.0,8.0,0.0,2015
1.0,C,Brad Ausmus,26.0,103.0,369.0,328.0,44.0,96.0,16.0,4.0,5.0,34.0,16.0,5.0,31.0,56.0,0.293,0.353,0.41200000000000003,0.765,104.0,135.0,6.0,2.0,4.0,4.0,3.0,1995
2.0,1B,Eddie Williams,30.0,97.0,325.0,296.0,35.0,77.0,11.0,1.0,12.0,47.0,0.0,0.0,23.0,47.0,0.26,0.32,0.426,0.746,98.0,126.0,21.0,4.0,0.0,2.0,0.0,1995
3.0,2B,Jody Reed,32.0,131.0,515.0,445.0,58.0,114.0,18.0,1.0,4.0,40.0,6.0,4.0,59.0,38.0,0.256,0.348,0.32799999999999996,0.6759999999999999,82.0,146.0,9.0,5.0,3.0,3.0,1.0,1995
4.0,SS,Andujar Cedeno,25.0,120.0,424.0,390.0,42.0,82.0,16.0,2.0,6.0,31.0,5.0,3.0,28.0,92.0,0.21,0.271,0.308,0.579,55.0,120.0,12.0,5.0,0.0,1.0,7.0,1995
5.0,3B,Ken Caminiti#,32.0,143.0,602.0,526.0,74.0,159.0,33.0,0.0,26.0,94.0,12.0,5.0,69.0,94.0,0.302,0.38,0.513,0.894,137.0,270.0,11.0,1.0,0.0,6.0,8.0,1995
6.0,LF,Melvin Nieves#,23.0,98.0,262.0,234.0,32.0,48.0,6.0,1.0,14.0,38.0,2.0,3.0,19.0,88.0,0.205,0.276,0.419,0.695,83.0,98.0,9.0,5.0,1.0,3.0,0.0,1995
7.0,CF,Steve Finley*,30.0,139.0,630.0,562.0,104.0,167.0,23.0,8.0,10.0,44.0,36.0,12.0,59.0,62.0,0.297,0.366,0.42,0.7859999999999999,110.0,236.0,8.0,3.0,4.0,2.0,5.0,1995
8.0,RF,Tony Gwynn*,35.0,135.0,577.0,535.0,82.0,197.0,33.0,1.0,9.0,90.0,17.0,5.0,35.0,15.0,0.368,0.40399999999999997,0.484,0.888,137.0,259.0,20.0,1.0,0.0,6.0,10.0,1995
1.0,C,Fred Kendall,25.0,141.0,479.0,424.0,32.0,98.0,15.0,2.0,8.0,45.0,0.0,1.0,49.0,33.0,0.231,0.308,0.33299999999999996,0.6409999999999999,84.0,141.0,13.0,0.0,2.0,4.0,7.0,1974
2.0,1B,Willie McCovey*,36.0,128.0,443.0,344.0,53.0,87.0,19.0,1.0,22.0,63.0,1.0,0.0,96.0,76.0,0.253,0.41600000000000004,0.506,0.922,164.0,174.0,8.0,1.0,0.0,1.0,9.0,1974
3.0,2B,Derrel Thomas#,23.0,141.0,585.0,523.0,48.0,129.0,24.0,6.0,3.0,41.0,7.0,8.0,51.0,58.0,0.247,0.313,0.33299999999999996,0.645,85.0,174.0,10.0,1.0,6.0,4.0,7.0,1974
4.0,SS,Enzo Hernandez,25.0,147.0,563.0,512.0,55.0,119.0,19.0,2.0,0.0,34.0,37.0,10.0,38.0,36.0,0.23199999999999998,0.285,0.27699999999999997,0.562,62.0,142.0,4.0,0.0,12.0,1.0,2.0,1974
5.0,3B,Dave Roberts,23.0,113.0,360.0,318.0,26.0,53.0,10.0,1.0,5.0,18.0,2.0,0.0,32.0,69.0,0.16699999999999998,0.24600000000000002,0.252,0.49700000000000005,43.0,80.0,9.0,2.0,4.0,2.0,6.0,1974
6.0,LF,Dave Winfield,22.0,145.0,544.0,498.0,57.0,132.0,18.0,4.0,20.0,75.0,9.0,7.0,40.0,96.0,0.265,0.318,0.43799999999999994,0.7559999999999999,115.0,218.0,14.0,1.0,0.0,5.0,2.0,1974
7.0,CF,Johnny Grubb*,25.0,140.0,503.0,444.0,53.0,127.0,20.0,4.0,8.0,42.0,4.0,0.0,46.0,47.0,0.28600000000000003,0.355,0.40299999999999997,0.758,117.0,179.0,4.0,4.0,4.0,5.0,2.0,1974
8.0,RF,Bobby Tolan*,28.0,95.0,394.0,357.0,45.0,95.0,16.0,1.0,8.0,40.0,7.0,9.0,20.0,41.0,0.266,0.32,0.384,0.703,101.0,137.0,5.0,9.0,6.0,2.0,4.0,1974
1.0,C,Gary Bennett,31.0,96.0,338.0,307.0,26.0,73.0,15.0,0.0,2.0,42.0,3.0,0.0,24.0,48.0,0.23800000000000002,0.29600000000000004,0.306,0.602,64.0,94.0,8.0,2.0,3.0,2.0,3.0,2003
2.0,1B,Ryan Klesko*,32.0,121.0,474.0,397.0,47.0,100.0,18.0,0.0,21.0,67.0,2.0,5.0,65.0,83.0,0.252,0.354,0.456,0.81,118.0,181.0,11.0,3.0,0.0,9.0,5.0,2003
3.0,2B,Mark Loretta,31.0,154.0,653.0,589.0,74.0,185.0,28.0,4.0,13.0,72.0,5.0,4.0,54.0,62.0,0.314,0.37200000000000005,0.441,0.8140000000000001,120.0,260.0,17.0,3.0,3.0,4.0,2.0,2003
4.0,SS,Ramon Vazquez*,26.0,116.0,484.0,422.0,56.0,110.0,17.0,4.0,3.0,30.0,10.0,3.0,52.0,88.0,0.261,0.342,0.341,0.684,87.0,144.0,4.0,2.0,5.0,3.0,2.0,2003
5.0,3B,Sean Burroughs*,22.0,146.0,578.0,517.0,62.0,148.0,27.0,6.0,7.0,58.0,7.0,2.0,44.0,75.0,0.28600000000000003,0.35200000000000004,0.402,0.755,105.0,208.0,13.0,11.0,2.0,4.0,4.0,2003
6.0,LF,Rondell White,31.0,115.0,449.0,413.0,49.0,115.0,17.0,3.0,18.0,66.0,1.0,4.0,25.0,71.0,0.278,0.33,0.465,0.795,113.0,192.0,11.0,8.0,0.0,3.0,2.0,2003
7.0,CF,Mark Kotsay*,27.0,128.0,541.0,482.0,64.0,128.0,28.0,4.0,7.0,38.0,6.0,3.0,56.0,82.0,0.266,0.34299999999999997,0.384,0.726,97.0,185.0,8.0,1.0,1.0,1.0,3.0,2003
8.0,RF,Xavier Nady,24.0,110.0,404.0,371.0,50.0,99.0,17.0,1.0,9.0,39.0,6.0,2.0,24.0,74.0,0.267,0.321,0.391,0.7120000000000001,92.0,145.0,14.0,6.0,2.0,1.0,0.0,2003
1.0,C,Terry Kennedy*,27.0,149.0,612.0,549.0,47.0,156.0,27.0,2.0,17.0,98.0,1.0,3.0,51.0,89.0,0.284,0.342,0.434,0.7759999999999999,117.0,238.0,10.0,2.0,1.0,9.0,15.0,1983
2.0,1B,Steve Garvey,34.0,100.0,425.0,388.0,76.0,114.0,22.0,0.0,14.0,59.0,4.0,1.0,29.0,39.0,0.294,0.344,0.45899999999999996,0.802,124.0,178.0,16.0,3.0,0.0,5.0,11.0,1983
3.0,2B,Juan Bonilla,27.0,152.0,617.0,556.0,55.0,132.0,17.0,4.0,4.0,45.0,3.0,0.0,50.0,40.0,0.237,0.301,0.304,0.605,71.0,169.0,19.0,3.0,3.0,5.0,11.0,1983
4.0,SS,Garry Templeton#,27.0,126.0,490.0,460.0,39.0,121.0,20.0,2.0,3.0,40.0,16.0,6.0,21.0,57.0,0.263,0.294,0.335,0.629,77.0,154.0,16.0,0.0,7.0,2.0,7.0,1983
5.0,3B,Luis Salazar,27.0,134.0,510.0,481.0,52.0,124.0,16.0,2.0,14.0,45.0,24.0,9.0,17.0,80.0,0.258,0.285,0.387,0.672,87.0,186.0,4.0,2.0,8.0,2.0,8.0,1983
6.0,LF,Bobby Brown#,29.0,57.0,250.0,225.0,40.0,60.0,5.0,3.0,5.0,22.0,27.0,9.0,23.0,38.0,0.267,0.33299999999999996,0.382,0.716,101.0,86.0,1.0,0.0,1.0,1.0,0.0,1983
7.0,CF,Ruppert Jones*,28.0,133.0,372.0,335.0,42.0,78.0,12.0,3.0,12.0,49.0,11.0,11.0,35.0,58.0,0.233,0.305,0.39399999999999996,0.6990000000000001,96.0,132.0,8.0,0.0,2.0,0.0,4.0,1983
8.0,RF,Sixto Lezcano,29.0,97.0,373.0,317.0,41.0,74.0,11.0,2.0,8.0,49.0,0.0,0.0,47.0,66.0,0.233,0.331,0.35600000000000004,0.687,94.0,113.0,8.0,1.0,4.0,4.0,3.0,1983
